date_key,day_id,date,year,quarter,month,month_name,year_month,day_of_month,wday,weekday_name,is_weekend,wm_yr_wk,weekday,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
20120513,d_471,2012-05-13,2012,2,5,May,2012-05,13,2,Sunday,1,11216,Sunday,Mother's day,Cultural,,,0,1,0
20120514,d_472,2012-05-14,2012,2,5,May,2012-05,14,3,Monday,0,11216,Monday,,,,,0,0,1
20120515,d_473,2012-05-15,2012,2,5,May,2012-05,15,4,Tuesday,0,11216,Tuesday,,,,,0,1,1
20120516,d_474,2012-05-16,2012,2,5,May,2012-05,16,5,Wednesday,0,11216,Wednesday,,,,,0,0,0
20120517,d_475,2012-05-17,2012,2,5,May,2012-05,17,6,Thursday,0,11216,Thursday,,,,,0,0,0
20120518,d_476,2012-05-18,2012,2,5,May,2012-05,18,7,Friday,0,11216,Friday,,,,,0,0,0
20120519,d_477,2012-05-19,2012,2,5,May,2012-05,19,1,Saturday,1,11217,Saturday,,,,,0,0,0
20120520,d_478,2012-05-20,2012,2,5,May,2012-05,20,2,Sunday,1,11217,Sunday,,,,,0,0,0
20120521,d_479,2012-05-21,2012,2,5,May,2012-05,21,3,Monday,0,11217,Monday,,,,,0,0,0
20120522,d_480,2012-05-22,2012,2,5,May,2012-05,22,4,Tuesday,0,11217,Tuesday,,,,,0,0,0
20120523,d_481,2012-05-23,2012,2,5,May,2012-05,23,5,Wednesday,0,11217,Wednesday,,,,,0,0,0
20120524,d_482,2012-05-24,2012,2,5,May,2012-05,24,6,Thursday,0,11217,Thursday,,,,,0,0,0
20120525,d_483,2012-05-25,2012,2,5,May,2012-05,25,7,Friday,0,11217,Friday,,,,,0,0,0
20120526,d_484,2012-05-26,2012,2,5,May,2012-05,26,1,Saturday,1,11218,Saturday,,,,,0,0,0
20120527,d_485,2012-05-27,2012,2,5,May,2012-05,27,2,Sunday,1,11218,Sunday,,,,,0,0,0
20120528,d_486,2012-05-28,2012,2,5,May,2012-05,28,3,Monday,0,11218,Monday,MemorialDay,National,,,0,0,0
20120529,d_487,2012-05-29,2012,2,5,May,2012-05,29,4,Tuesday,0,11218,Tuesday,,,,,0,0,0
20120530,d_488,2012-05-30,2012,2,5,May,2012-05,30,5,Wednesday,0,11218,Wednesday,,,,,0,0,0
20120531,d_489,2012-05-31,2012,2,5,May,2012-05,31,6,Thursday,0,11218,Thursday,,,,,0,0,0
20120601,d_490,2012-06-01,2012,2,6,June,2012-06,1,7,Friday,0,11218,Friday,,,,,1,1,0
20120602,d_491,2012-06-02,2012,2,6,June,2012-06,2,1,Saturday,1,11219,Saturday,,,,,1,0,1
20120603,d_492,2012-06-03,2012,2,6,June,2012-06,3,2,Sunday,1,11219,Sunday,,,,,1,1,1
20120604,d_493,2012-06-04,2012,2,6,June,2012-06,4,3,Monday,0,11219,Monday,,,,,1,0,0
20120605,d_494,2012-06-05,2012,2,6,June,2012-06,5,4,Tuesday,0,11219,Tuesday,,,,,1,1,1
20120606,d_495,2012-06-06,2012,2,6,June,2012-06,6,5,Wednesday,0,11219,Wednesday,,,,,1,1,1
20120607,d_496,2012-06-07,2012,2,6,June,2012-06,7,6,Thursday,0,11219,Thursday,,,,,1,1,0
20120608,d_497,2012-06-08,2012,2,6,June,2012-06,8,7,Friday,0,11219,Friday,,,,,1,0,1
20120609,d_498,2012-06-09,2012,2,6,June,2012-06,9,1,Saturday,1,11220,Saturday,,,,,1,1,1
20120610,d_499,2012-06-10,2012,2,6,June,2012-06,10,2,Sunday,1,11220,Sunday,,,,,1,0,0
20120611,d_500,2012-06-11,2012,2,6,June,2012-06,11,3,Monday,0,11220,Monday,,,,,0,1,1
20120612,d_501,2012-06-12,2012,2,6,June,2012-06,12,4,Tuesday,0,11220,Tuesday,NBAFinalsStart,Sporting,,,0,1,1
20120613,d_502,2012-06-13,2012,2,6,June,2012-06,13,5,Wednesday,0,11220,Wednesday,,,,,0,1,0
20120614,d_503,2012-06-14,2012,2,6,June,2012-06,14,6,Thursday,0,11220,Thursday,,,,,0,0,1
20120615,d_504,2012-06-15,2012,2,6,June,2012-06,15,7,Friday,0,11220,Friday,,,,,0,1,1
20120616,d_505,2012-06-16,2012,2,6,June,2012-06,16,1,Saturday,1,11221,Saturday,,,,,0,0,0
20120617,d_506,2012-06-17,2012,2,6,June,2012-06,17,2,Sunday,1,11221,Sunday,Father's day,Cultural,,,0,0,0
20120618,d_507,2012-06-18,2012,2,6,June,2012-06,18,3,Monday,0,11221,Monday,,,,,0,0,0
20120619,d_508,2012-06-19,2012,2,6,June,2012-06,19,4,Tuesday,0,11221,Tuesday,,,,,0,0,0
20120620,d_509,2012-06-20,2012,2,6,June,2012-06,20,5,Wednesday,0,11221,Wednesday,,,,,0,0,0
20120621,d_510,2012-06-21,2012,2,6,June,2012-06,21,6,Thursday,0,11221,Thursday,NBAFinalsEnd,Sporting,,,0,0,0
20120622,d_511,2012-06-22,2012,2,6,June,2012-06,22,7,Friday,0,11221,Friday,,,,,0,0,0
20120623,d_512,2012-06-23,2012,2,6,June,2012-06,23,1,Saturday,1,11222,Saturday,,,,,0,0,0
20120624,d_513,2012-06-24,2012,2,6,June,2012-06,24,2,Sunday,1,11222,Sunday,,,,,0,0,0
20120625,d_514,2012-06-25,2012,2,6,June,2012-06,25,3,Monday,0,11222,Monday,,,,,0,0,0
20120626,d_515,2012-06-26,2012,2,6,June,2012-06,26,4,Tuesday,0,11222,Tuesday,,,,,0,0,0
20120627,d_516,2012-06-27,2012,2,6,June,2012-06,27,5,Wednesday,0,11222,Wednesday,,,,,0,0,0
20120628,d_517,2012-06-28,2012,2,6,June,2012-06,28,6,Thursday,0,11222,Thursday,,,,,0,0,0
20120629,d_518,2012-06-29,2012,2,6,June,2012-06,29,7,Friday,0,11222,Friday,,,,,0,0,0
20120630,d_519,2012-06-30,2012,2,6,June,2012-06,30,1,Saturday,1,11223,Saturday,,,,,0,0,0
20120701,d_520,2012-07-01,2012,3,7,July,2012-07,1,2,Sunday,1,11223,Sunday,,,,,1,1,0
20120702,d_521,2012-07-02,2012,3,7,July,2012-07,2,3,Monday,0,11223,Monday,,,,,1,0,1
20120703,d_522,2012-07-03,2012,3,7,July,2012-07,3,4,Tuesday,0,11223,Tuesday,,,,,1,1,1
20120704,d_523,2012-07-04,2012,3,7,July,2012-07,4,5,Wednesday,0,11223,Wednesday,IndependenceDay,National,,,1,0,0
20120705,d_524,2012-07-05,2012,3,7,July,2012-07,5,6,Thursday,0,11223,Thursday,,,,,1,1,1
20120706,d_525,2012-07-06,2012,3,7,July,2012-07,6,7,Friday,0,11223,Friday,,,,,1,1,1
20120707,d_526,2012-07-07,2012,3,7,July,2012-07,7,1,Saturday,1,11224,Saturday,,,,,1,1,0
20120708,d_527,2012-07-08,2012,3,7,July,2012-07,8,2,Sunday,1,11224,Sunday,,,,,1,0,1
20120709,d_528,2012-07-09,2012,3,7,July,2012-07,9,3,Monday,0,11224,Monday,,,,,1,1,1
20120710,d_529,2012-07-10,2012,3,7,July,2012-07,10,4,Tuesday,0,11224,Tuesday,,,,,1,0,0
20120711,d_530,2012-07-11,2012,3,7,July,2012-07,11,5,Wednesday,0,11224,Wednesday,,,,,0,1,1
20120712,d_531,2012-07-12,2012,3,7,July,2012-07,12,6,Thursday,0,11224,Thursday,,,,,0,1,1
20120713,d_532,2012-07-13,2012,3,7,July,2012-07,13,7,Friday,0,11224,Friday,,,,,0,1,0
20120714,d_533,2012-07-14,2012,3,7,July,2012-07,14,1,Saturday,1,11225,Saturday,,,,,0,0,1
20120715,d_534,2012-07-15,2012,3,7,July,2012-07,15,2,Sunday,1,11225,Sunday,,,,,0,1,1
20120716,d_535,2012-07-16,2012,3,7,July,2012-07,16,3,Monday,0,11225,Monday,,,,,0,0,0
20120717,d_536,2012-07-17,2012,3,7,July,2012-07,17,4,Tuesday,0,11225,Tuesday,,,,,0,0,0
20120718,d_537,2012-07-18,2012,3,7,July,2012-07,18,5,Wednesday,0,11225,Wednesday,,,,,0,0,0
20120719,d_538,2012-07-19,2012,3,7,July,2012-07,19,6,Thursday,0,11225,Thursday,,,,,0,0,0
20120720,d_539,2012-07-20,2012,3,7,July,2012-07,20,7,Friday,0,11225,Friday,Ramadan starts,Religious,,,0,0,0
20120721,d_540,2012-07-21,2012,3,7,July,2012-07,21,1,Saturday,1,11226,Saturday,,,,,0,0,0
20120722,d_541,2012-07-22,2012,3,7,July,2012-07,22,2,Sunday,1,11226,Sunday,,,,,0,0,0
20120723,d_542,2012-07-23,2012,3,7,July,2012-07,23,3,Monday,0,11226,Monday,,,,,0,0,0
20120724,d_543,2012-07-24,2012,3,7,July,2012-07,24,4,Tuesday,0,11226,Tuesday,,,,,0,0,0
20120725,d_544,2012-07-25,2012,3,7,July,2012-07,25,5,Wednesday,0,11226,Wednesday,,,,,0,0,0
20120726,d_545,2012-07-26,2012,3,7,July,2012-07,26,6,Thursday,0,11226,Thursday,,,,,0,0,0
20120727,d_546,2012-07-27,2012,3,7,July,2012-07,27,7,Friday,0,11226,Friday,,,,,0,0,0
20120728,d_547,2012-07-28,2012,3,7,July,2012-07,28,1,Saturday,1,11227,Saturday,,,,,0,0,0
20120729,d_548,2012-07-29,2012,3,7,July,2012-07,29,2,Sunday,1,11227,Sunday,,,,,0,0,0
20120730,d_549,2012-07-30,2012,3,7,July,2012-07,30,3,Monday,0,11227,Monday,,,,,0,0,0
20120731,d_550,2012-07-31,2012,3,7,July,2012-07,31,4,Tuesday,0,11227,Tuesday,,,,,0,0,0
20120801,d_551,2012-08-01,2012,3,8,August,2012-08,1,5,Wednesday,0,11227,Wednesday,,,,,1,1,0
20120802,d_552,2012-08-02,2012,3,8,August,2012-08,2,6,Thursday,0,11227,Thursday,,,,,1,0,1
20120803,d_553,2012-08-03,2012,3,8,August,2012-08,3,7,Friday,0,11227,Friday,,,,,1,1,1
20120804,d_554,2012-08-04,2012,3,8,August,2012-08,4,1,Saturday,1,11228,Saturday,,,,,1,0,0
20120805,d_555,2012-08-05,2012,3,8,August,2012-08,5,2,Sunday,1,11228,Sunday,,,,,1,1,1
20120806,d_556,2012-08-06,2012,3,8,August,2012-08,6,3,Monday,0,11228,Monday,,,,,1,1,1
20120807,d_557,2012-08-07,2012,3,8,August,2012-08,7,4,Tuesday,0,11228,Tuesday,,,,,1,1,0
20120808,d_558,2012-08-08,2012,3,8,August,2012-08,8,5,Wednesday,0,11228,Wednesday,,,,,1,0,1
20120809,d_559,2012-08-09,2012,3,8,August,2012-08,9,6,Thursday,0,11228,Thursday,,,,,1,1,1
20120810,d_560,2012-08-10,2012,3,8,August,2012-08,10,7,Friday,0,11228,Friday,,,,,1,0,0
20120811,d_561,2012-08-11,2012,3,8,August,2012-08,11,1,Saturday,1,11229,Saturday,,,,,0,1,1
20120812,d_562,2012-08-12,2012,3,8,August,2012-08,12,2,Sunday,1,11229,Sunday,,,,,0,1,1
20120813,d_563,2012-08-13,2012,3,8,August,2012-08,13,3,Monday,0,11229,Monday,,,,,0,1,0
20120814,d_564,2012-08-14,2012,3,8,August,2012-08,14,4,Tuesday,0,11229,Tuesday,,,,,0,0,1
20120815,d_565,2012-08-15,2012,3,8,August,2012-08,15,5,Wednesday,0,11229,Wednesday,,,,,0,1,1
20120816,d_566,2012-08-16,2012,3,8,August,2012-08,16,6,Thursday,0,11229,Thursday,,,,,0,0,0
20120817,d_567,2012-08-17,2012,3,8,August,2012-08,17,7,Friday,0,11229,Friday,,,,,0,0,0
20120818,d_568,2012-08-18,2012,3,8,August,2012-08,18,1,Saturday,1,11230,Saturday,,,,,0,0,0
20120819,d_569,2012-08-19,2012,3,8,August,2012-08,19,2,Sunday,1,11230,Sunday,Eid al-Fitr,Religious,,,0,0,0
20120820,d_570,2012-08-20,2012,3,8,August,2012-08,20,3,Monday,0,11230,Monday,,,,,0,0,0
20120821,d_571,2012-08-21,2012,3,8,August,2012-08,21,4,Tuesday,0,11230,Tuesday,,,,,0,0,0
20120822,d_572,2012-08-22,2012,3,8,August,2012-08,22,5,Wednesday,0,11230,Wednesday,,,,,0,0,0
20120823,d_573,2012-08-23,2012,3,8,August,2012-08,23,6,Thursday,0,11230,Thursday,,,,,0,0,0
20120824,d_574,2012-08-24,2012,3,8,August,2012-08,24,7,Friday,0,11230,Friday,,,,,0,0,0
20120825,d_575,2012-08-25,2012,3,8,August,2012-08,25,1,Saturday,1,11231,Saturday,,,,,0,0,0
20120826,d_576,2012-08-26,2012,3,8,August,2012-08,26,2,Sunday,1,11231,Sunday,,,,,0,0,0
20120827,d_577,2012-08-27,2012,3,8,August,2012-08,27,3,Monday,0,11231,Monday,,,,,0,0,0
20120828,d_578,2012-08-28,2012,3,8,August,2012-08,28,4,Tuesday,0,11231,Tuesday,,,,,0,0,0
20120829,d_579,2012-08-29,2012,3,8,August,2012-08,29,5,Wednesday,0,11231,Wednesday,,,,,0,0,0
20120830,d_580,2012-08-30,2012,3,8,August,2012-08,30,6,Thursday,0,11231,Thursday,,,,,0,0,0
20120831,d_581,2012-08-31,2012,3,8,August,2012-08,31,7,Friday,0,11231,Friday,,,,,0,0,0
20120901,d_582,2012-09-01,2012,3,9,September,2012-09,1,1,Saturday,1,11232,Saturday,,,,,1,1,0
20120902,d_583,2012-09-02,2012,3,9,September,2012-09,2,2,Sunday,1,11232,Sunday,,,,,1,0,1
20120903,d_584,2012-09-03,2012,3,9,September,2012-09,3,3,Monday,0,11232,Monday,LaborDay,National,,,1,1,1
20120904,d_585,2012-09-04,2012,3,9,September,2012-09,4,4,Tuesday,0,11232,Tuesday,,,,,1,0,0
20120905,d_586,2012-09-05,2012,3,9,September,2012-09,5,5,Wednesday,0,11232,Wednesday,,,,,1,1,1
20120906,d_587,2012-09-06,2012,3,9,September,2012-09,6,6,Thursday,0,11232,Thursday,,,,,1,1,1
20120907,d_588,2012-09-07,2012,3,9,September,2012-09,7,7,Friday,0,11232,Friday,,,,,1,1,0
20120908,d_589,2012-09-08,2012,3,9,September,2012-09,8,1,Saturday,1,11233,Saturday,,,,,1,0,1
20120909,d_590,2012-09-09,2012,3,9,September,2012-09,9,2,Sunday,1,11233,Sunday,,,,,1,1,1
20120910,d_591,2012-09-10,2012,3,9,September,2012-09,10,3,Monday,0,11233,Monday,,,,,1,0,0
20120911,d_592,2012-09-11,2012,3,9,September,2012-09,11,4,Tuesday,0,11233,Tuesday,,,,,0,1,1
20120912,d_593,2012-09-12,2012,3,9,September,2012-09,12,5,Wednesday,0,11233,Wednesday,,,,,0,1,1
20120913,d_594,2012-09-13,2012,3,9,September,2012-09,13,6,Thursday,0,11233,Thursday,,,,,0,1,0
20120914,d_595,2012-09-14,2012,3,9,September,2012-09,14,7,Friday,0,11233,Friday,,,,,0,0,1
20120915,d_596,2012-09-15,2012,3,9,September,2012-09,15,1,Saturday,1,11234,Saturday,,,,,0,1,1
20120916,d_597,2012-09-16,2012,3,9,September,2012-09,16,2,Sunday,1,11234,Sunday,,,,,0,0,0
20120917,d_598,2012-09-17,2012,3,9,September,2012-09,17,3,Monday,0,11234,Monday,,,,,0,0,0
20120918,d_599,2012-09-18,2012,3,9,September,2012-09,18,4,Tuesday,0,11234,Tuesday,,,,,0,0,0
20120919,d_600,2012-09-19,2012,3,9,September,2012-09,19,5,Wednesday,0,11234,Wednesday,,,,,0,0,0
20120920,d_601,2012-09-20,2012,3,9,September,2012-09,20,6,Thursday,0,11234,Thursday,,,,,0,0,0
20120921,d_602,2012-09-21,2012,3,9,September,2012-09,21,7,Friday,0,11234,Friday,,,,,0,0,0
20120922,d_603,2012-09-22,2012,3,9,September,2012-09,22,1,Saturday,1,11235,Saturday,,,,,0,0,0
20120923,d_604,2012-09-23,2012,3,9,September,2012-09,23,2,Sunday,1,11235,Sunday,,,,,0,0,0
20120924,d_605,2012-09-24,2012,3,9,September,2012-09,24,3,Monday,0,11235,Monday,,,,,0,0,0
20120925,d_606,2012-09-25,2012,3,9,September,2012-09,25,4,Tuesday,0,11235,Tuesday,,,,,0,0,0
20120926,d_607,2012-09-26,2012,3,9,September,2012-09,26,5,Wednesday,0,11235,Wednesday,,,,,0,0,0
20120927,d_608,2012-09-27,2012,3,9,September,2012-09,27,6,Thursday,0,11235,Thursday,,,,,0,0,0
20120928,d_609,2012-09-28,2012,3,9,September,2012-09,28,7,Friday,0,11235,Friday,,,,,0,0,0
20120929,d_610,2012-09-29,2012,3,9,September,2012-09,29,1,Saturday,1,11236,Saturday,,,,,0,0,0
20120930,d_611,2012-09-30,2012,3,9,September,2012-09,30,2,Sunday,1,11236,Sunday,,,,,0,0,0
20121001,d_612,2012-10-01,2012,4,10,October,2012-10,1,3,Monday,0,11236,Monday,,,,,1,1,0
20121002,d_613,2012-10-02,2012,4,10,October,2012-10,2,4,Tuesday,0,11236,Tuesday,,,,,1,0,1
20121003,d_614,2012-10-03,2012,4,10,October,2012-10,3,5,Wednesday,0,11236,Wednesday,,,,,1,1,1
20121004,d_615,2012-10-04,2012,4,10,October,2012-10,4,6,Thursday,0,11236,Thursday,,,,,1,0,0
20121005,d_616,2012-10-05,2012,4,10,October,2012-10,5,7,Friday,0,11236,Friday,,,,,1,1,1
20121006,d_617,2012-10-06,2012,4,10,October,2012-10,6,1,Saturday,1,11237,Saturday,,,,,1,1,1
20121007,d_618,2012-10-07,2012,4,10,October,2012-10,7,2,Sunday,1,11237,Sunday,,,,,1,1,0
20121008,d_619,2012-10-08,2012,4,10,October,2012-10,8,3,Monday,0,11237,Monday,ColumbusDay,National,,,1,0,1
20121009,d_620,2012-10-09,2012,4,10,October,2012-10,9,4,Tuesday,0,11237,Tuesday,,,,,1,1,1
20121010,d_621,2012-10-10,2012,4,10,October,2012-10,10,5,Wednesday,0,11237,Wednesday,,,,,1,0,0
20121011,d_622,2012-10-11,2012,4,10,October,2012-10,11,6,Thursday,0,11237,Thursday,,,,,0,1,1
20121012,d_623,2012-10-12,2012,4,10,October,2012-10,12,7,Friday,0,11237,Friday,,,,,0,1,1
20121013,d_624,2012-10-13,2012,4,10,October,2012-10,13,1,Saturday,1,11238,Saturday,,,,,0,1,0
20121014,d_625,2012-10-14,2012,4,10,October,2012-10,14,2,Sunday,1,11238,Sunday,,,,,0,0,1
20121015,d_626,2012-10-15,2012,4,10,October,2012-10,15,3,Monday,0,11238,Monday,,,,,0,1,1
20121016,d_627,2012-10-16,2012,4,10,October,2012-10,16,4,Tuesday,0,11238,Tuesday,,,,,0,0,0
20121017,d_628,2012-10-17,2012,4,10,October,2012-10,17,5,Wednesday,0,11238,Wednesday,,,,,0,0,0
20121018,d_629,2012-10-18,2012,4,10,October,2012-10,18,6,Thursday,0,11238,Thursday,,,,,0,0,0
20121019,d_630,2012-10-19,2012,4,10,October,2012-10,19,7,Friday,0,11238,Friday,,,,,0,0,0
20121020,d_631,2012-10-20,2012,4,10,October,2012-10,20,1,Saturday,1,11239,Saturday,,,,,0,0,0
20121021,d_632,2012-10-21,2012,4,10,October,2012-10,21,2,Sunday,1,11239,Sunday,,,,,0,0,0
20121022,d_633,2012-10-22,2012,4,10,October,2012-10,22,3,Monday,0,11239,Monday,,,,,0,0,0
20121023,d_634,2012-10-23,2012,4,10,October,2012-10,23,4,Tuesday,0,11239,Tuesday,,,,,0,0,0
20121024,d_635,2012-10-24,2012,4,10,October,2012-10,24,5,Wednesday,0,11239,Wednesday,,,,,0,0,0
20121025,d_636,2012-10-25,2012,4,10,October,2012-10,25,6,Thursday,0,11239,Thursday,,,,,0,0,0
20121026,d_637,2012-10-26,2012,4,10,October,2012-10,26,7,Friday,0,11239,Friday,EidAlAdha,Religious,,,0,0,0
20121027,d_638,2012-10-27,2012,4,10,October,2012-10,27,1,Saturday,1,11240,Saturday,,,,,0,0,0
20121028,d_639,2012-10-28,2012,4,10,October,2012-10,28,2,Sunday,1,11240,Sunday,,,,,0,0,0
20121029,d_640,2012-10-29,2012,4,10,October,2012-10,29,3,Monday,0,11240,Monday,,,,,0,0,0
20121030,d_641,2012-10-30,2012,4,10,October,2012-10,30,4,Tuesday,0,11240,Tuesday,,,,,0,0,0
20121031,d_642,2012-10-31,2012,4,10,October,2012-10,31,5,Wednesday,0,11240,Wednesday,Halloween,Cultural,,,0,0,0
20121101,d_643,2012-11-01,2012,4,11,November,2012-11,1,6,Thursday,0,11240,Thursday,,,,,1,1,0
20121102,d_644,2012-11-02,2012,4,11,November,2012-11,2,7,Friday,0,11240,Friday,,,,,1,0,1
20121103,d_645,2012-11-03,2012,4,11,November,2012-11,3,1,Saturday,1,11241,Saturday,,,,,1,1,1
20121104,d_646,2012-11-04,2012,4,11,November,2012-11,4,2,Sunday,1,11241,Sunday,,,,,1,0,0
20121105,d_647,2012-11-05,2012,4,11,November,2012-11,5,3,Monday,0,11241,Monday,,,,,1,1,1
20121106,d_648,2012-11-06,2012,4,11,November,2012-11,6,4,Tuesday,0,11241,Tuesday,,,,,1,1,1
20121107,d_649,2012-11-07,2012,4,11,November,2012-11,7,5,Wednesday,0,11241,Wednesday,,,,,1,1,0
20121108,d_650,2012-11-08,2012,4,11,November,2012-11,8,6,Thursday,0,11241,Thursday,,,,,1,0,1
20121109,d_651,2012-11-09,2012,4,11,November,2012-11,9,7,Friday,0,11241,Friday,,,,,1,1,1
20121110,d_652,2012-11-10,2012,4,11,November,2012-11,10,1,Saturday,1,11242,Saturday,,,,,1,0,0
20121111,d_653,2012-11-11,2012,4,11,November,2012-11,11,2,Sunday,1,11242,Sunday,VeteransDay,National,,,0,1,1
20121112,d_654,2012-11-12,2012,4,11,November,2012-11,12,3,Monday,0,11242,Monday,,,,,0,1,1
20121113,d_655,2012-11-13,2012,4,11,November,2012-11,13,4,Tuesday,0,11242,Tuesday,,,,,0,1,0
20121114,d_656,2012-11-14,2012,4,11,November,2012-11,14,5,Wednesday,0,11242,Wednesday,,,,,0,0,1
20121115,d_657,2012-11-15,2012,4,11,November,2012-11,15,6,Thursday,0,11242,Thursday,,,,,0,1,1
20121116,d_658,2012-11-16,2012,4,11,November,2012-11,16,7,Friday,0,11242,Friday,,,,,0,0,0
20121117,d_659,2012-11-17,2012,4,11,November,2012-11,17,1,Saturday,1,11243,Saturday,,,,,0,0,0
20121118,d_660,2012-11-18,2012,4,11,November,2012-11,18,2,Sunday,1,11243,Sunday,,,,,0,0,0
20121119,d_661,2012-11-19,2012,4,11,November,2012-11,19,3,Monday,0,11243,Monday,,,,,0,0,0
20121120,d_662,2012-11-20,2012,4,11,November,2012-11,20,4,Tuesday,0,11243,Tuesday,,,,,0,0,0
20121121,d_663,2012-11-21,2012,4,11,November,2012-11,21,5,Wednesday,0,11243,Wednesday,,,,,0,0,0
20121122,d_664,2012-11-22,2012,4,11,November,2012-11,22,6,Thursday,0,11243,Thursday,Thanksgiving,National,,,0,0,0
20121123,d_665,2012-11-23,2012,4,11,November,2012-11,23,7,Friday,0,11243,Friday,,,,,0,0,0
20121124,d_666,2012-11-24,2012,4,11,November,2012-11,24,1,Saturday,1,11244,Saturday,,,,,0,0,0
20121125,d_667,2012-11-25,2012,4,11,November,2012-11,25,2,Sunday,1,11244,Sunday,,,,,0,0,0
20121126,d_668,2012-11-26,2012,4,11,November,2012-11,26,3,Monday,0,11244,Monday,,,,,0,0,0
20121127,d_669,2012-11-27,2012,4,11,November,2012-11,27,4,Tuesday,0,11244,Tuesday,,,,,0,0,0
20121128,d_670,2012-11-28,2012,4,11,November,2012-11,28,5,Wednesday,0,11244,Wednesday,,,,,0,0,0
20121129,d_671,2012-11-29,2012,4,11,November,2012-11,29,6,Thursday,0,11244,Thursday,,,,,0,0,0
20121130,d_672,2012-11-30,2012,4,11,November,2012-11,30,7,Friday,0,11244,Friday,,,,,0,0,0
20121201,d_673,2012-12-01,2012,4,12,December,2012-12,1,1,Saturday,1,11245,Saturday,,,,,1,1,0
20121202,d_674,2012-12-02,2012,4,12,December,2012-12,2,2,Sunday,1,11245,Sunday,,,,,1,0,1
20121203,d_675,2012-12-03,2012,4,12,December,2012-12,3,3,Monday,0,11245,Monday,,,,,1,1,1
20121204,d_676,2012-12-04,2012,4,12,December,2012-12,4,4,Tuesday,0,11245,Tuesday,,,,,1,0,0
20121205,d_677,2012-12-05,2012,4,12,December,2012-12,5,5,Wednesday,0,11245,Wednesday,,,,,1,1,1
20121206,d_678,2012-12-06,2012,4,12,December,2012-12,6,6,Thursday,0,11245,Thursday,,,,,1,1,1
20121207,d_679,2012-12-07,2012,4,12,December,2012-12,7,7,Friday,0,11245,Friday,,,,,1,1,0
20121208,d_680,2012-12-08,2012,4,12,December,2012-12,8,1,Saturday,1,11246,Saturday,,,,,1,0,1
20121209,d_681,2012-12-09,2012,4,12,December,2012-12,9,2,Sunday,1,11246,Sunday,,,,,1,1,1
20121210,d_682,2012-12-10,2012,4,12,December,2012-12,10,3,Monday,0,11246,Monday,,,,,1,0,0
20121211,d_683,2012-12-11,2012,4,12,December,2012-12,11,4,Tuesday,0,11246,Tuesday,,,,,0,1,1
20121212,d_684,2012-12-12,2012,4,12,December,2012-12,12,5,Wednesday,0,11246,Wednesday,,,,,0,1,1
20121213,d_685,2012-12-13,2012,4,12,December,2012-12,13,6,Thursday,0,11246,Thursday,,,,,0,1,0
20121214,d_686,2012-12-14,2012,4,12,December,2012-12,14,7,Friday,0,11246,Friday,,,,,0,0,1
20121215,d_687,2012-12-15,2012,4,12,December,2012-12,15,1,Saturday,1,11247,Saturday,,,,,0,1,1
20121216,d_688,2012-12-16,2012,4,12,December,2012-12,16,2,Sunday,1,11247,Sunday,Chanukah End,Religious,,,0,0,0
20121217,d_689,2012-12-17,2012,4,12,December,2012-12,17,3,Monday,0,11247,Monday,,,,,0,0,0
20121218,d_690,2012-12-18,2012,4,12,December,2012-12,18,4,Tuesday,0,11247,Tuesday,,,,,0,0,0
20121219,d_691,2012-12-19,2012,4,12,December,2012-12,19,5,Wednesday,0,11247,Wednesday,,,,,0,0,0
20121220,d_692,2012-12-20,2012,4,12,December,2012-12,20,6,Thursday,0,11247,Thursday,,,,,0,0,0
20121221,d_693,2012-12-21,2012,4,12,December,2012-12,21,7,Friday,0,11247,Friday,,,,,0,0,0
20121222,d_694,2012-12-22,2012,4,12,December,2012-12,22,1,Saturday,1,11248,Saturday,,,,,0,0,0
20121223,d_695,2012-12-23,2012,4,12,December,2012-12,23,2,Sunday,1,11248,Sunday,,,,,0,0,0
20121224,d_696,2012-12-24,2012,4,12,December,2012-12,24,3,Monday,0,11248,Monday,,,,,0,0,0
20121225,d_697,2012-12-25,2012,4,12,December,2012-12,25,4,Tuesday,0,11248,Tuesday,Christmas,National,,,0,0,0
20121226,d_698,2012-12-26,2012,4,12,December,2012-12,26,5,Wednesday,0,11248,Wednesday,,,,,0,0,0
20121227,d_699,2012-12-27,2012,4,12,December,2012-12,27,6,Thursday,0,11248,Thursday,,,,,0,0,0
20121228,d_700,2012-12-28,2012,4,12,December,2012-12,28,7,Friday,0,11248,Friday,,,,,0,0,0
20121229,d_701,2012-12-29,2012,4,12,December,2012-12,29,1,Saturday,1,11249,Saturday,,,,,0,0,0
20121230,d_702,2012-12-30,2012,4,12,December,2012-12,30,2,Sunday,1,11249,Sunday,,,,,0,0,0
20121231,d_703,2012-12-31,2012,4,12,December,2012-12,31,3,Monday,0,11249,Monday,,,,,0,0,0
20130101,d_704,2013-01-01,2013,1,1,January,2013-01,1,4,Tuesday,0,11249,Tuesday,NewYear,National,,,1,1,0
20130102,d_705,2013-01-02,2013,1,1,January,2013-01,2,5,Wednesday,0,11249,Wednesday,,,,,1,0,1
20130103,d_706,2013-01-03,2013,1,1,January,2013-01,3,6,Thursday,0,11249,Thursday,,,,,1,1,1
20130104,d_707,2013-01-04,2013,1,1,January,2013-01,4,7,Friday,0,11249,Friday,,,,,1,0,0
